city,x,y,before,after,mask,split
Hardoi,2596,28792,D:\CV\images\before\Hardoi_2018-07-04_before_2596_28792.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_28792.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_28792.tif,train
Hardoi,2596,29264,D:\CV\images\before\Hardoi_2018-07-04_before_2596_29264.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_29264.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_29264.tif,train
Hardoi,2596,29500,D:\CV\images\before\Hardoi_2018-07-04_before_2596_29500.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_29500.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_29500.tif,train
Hardoi,2596,29736,D:\CV\images\before\Hardoi_2018-07-04_before_2596_29736.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_29736.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_29736.tif,train
Hardoi,2596,29972,D:\CV\images\before\Hardoi_2018-07-04_before_2596_29972.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_29972.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_29972.tif,train
Hardoi,2596,30208,D:\CV\images\before\Hardoi_2018-07-04_before_2596_30208.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_30208.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_30208.tif,train
Hardoi,2596,30444,D:\CV\images\before\Hardoi_2018-07-04_before_2596_30444.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_30444.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_30444.tif,train
Hardoi,2596,30680,D:\CV\images\before\Hardoi_2018-07-04_before_2596_30680.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_30680.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_30680.tif,train
Hardoi,2596,30916,D:\CV\images\before\Hardoi_2018-07-04_before_2596_30916.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_30916.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_30916.tif,train
Hardoi,2596,31152,D:\CV\images\before\Hardoi_2018-07-04_before_2596_31152.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_31152.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_31152.tif,train
Hardoi,2596,31388,D:\CV\images\before\Hardoi_2018-07-04_before_2596_31388.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2596_31388.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2596_31388.tif,train
Hardoi,2832,0,D:\CV\images\before\Hardoi_2018-07-04_before_2832_0.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_0.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_0.tif,test
Hardoi,2832,236,D:\CV\images\before\Hardoi_2018-07-04_before_2832_236.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_236.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_236.tif,test
Hardoi,2832,2124,D:\CV\images\before\Hardoi_2018-07-04_before_2832_2124.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_2124.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_2124.tif,test
Hardoi,2832,2360,D:\CV\images\before\Hardoi_2018-07-04_before_2832_2360.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_2360.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_2360.tif,test
Hardoi,2832,2596,D:\CV\images\before\Hardoi_2018-07-04_before_2832_2596.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_2596.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_2596.tif,test
Hardoi,2832,2832,D:\CV\images\before\Hardoi_2018-07-04_before_2832_2832.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_2832.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_2832.tif,test
Hardoi,2832,4012,D:\CV\images\before\Hardoi_2018-07-04_before_2832_4012.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_4012.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_4012.tif,test
Hardoi,2832,4248,D:\CV\images\before\Hardoi_2018-07-04_before_2832_4248.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_4248.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_4248.tif,test
Hardoi,2832,4484,D:\CV\images\before\Hardoi_2018-07-04_before_2832_4484.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_4484.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_4484.tif,test
Hardoi,2832,5192,D:\CV\images\before\Hardoi_2018-07-04_before_2832_5192.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_5192.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_5192.tif,val
Hardoi,2832,5428,D:\CV\images\before\Hardoi_2018-07-04_before_2832_5428.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_5428.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_5428.tif,val
Hardoi,2832,5664,D:\CV\images\before\Hardoi_2018-07-04_before_2832_5664.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_5664.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_5664.tif,val
Hardoi,2832,5900,D:\CV\images\before\Hardoi_2018-07-04_before_2832_5900.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_5900.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_5900.tif,val
Hardoi,2832,6136,D:\CV\images\before\Hardoi_2018-07-04_before_2832_6136.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_6136.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_6136.tif,val
Hardoi,2832,6372,D:\CV\images\before\Hardoi_2018-07-04_before_2832_6372.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_6372.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_6372.tif,val
Hardoi,2832,6608,D:\CV\images\before\Hardoi_2018-07-04_before_2832_6608.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_6608.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_6608.tif,val
Hardoi,2832,6844,D:\CV\images\before\Hardoi_2018-07-04_before_2832_6844.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_6844.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_6844.tif,val
Hardoi,2832,7080,D:\CV\images\before\Hardoi_2018-07-04_before_2832_7080.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_7080.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_7080.tif,val
Hardoi,2832,7316,D:\CV\images\before\Hardoi_2018-07-04_before_2832_7316.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_7316.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_7316.tif,val
Hardoi,2832,7552,D:\CV\images\before\Hardoi_2018-07-04_before_2832_7552.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_7552.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_7552.tif,val
Hardoi,2832,7788,D:\CV\images\before\Hardoi_2018-07-04_before_2832_7788.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_7788.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_7788.tif,val
Hardoi,2832,8024,D:\CV\images\before\Hardoi_2018-07-04_before_2832_8024.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_8024.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_8024.tif,val
Hardoi,2832,8260,D:\CV\images\before\Hardoi_2018-07-04_before_2832_8260.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_8260.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_8260.tif,val
Hardoi,2832,8496,D:\CV\images\before\Hardoi_2018-07-04_before_2832_8496.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_8496.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_8496.tif,val
Hardoi,2832,8732,D:\CV\images\before\Hardoi_2018-07-04_before_2832_8732.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_8732.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_8732.tif,val
Hardoi,2832,8968,D:\CV\images\before\Hardoi_2018-07-04_before_2832_8968.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_8968.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_8968.tif,val
Hardoi,2832,9204,D:\CV\images\before\Hardoi_2018-07-04_before_2832_9204.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_9204.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_9204.tif,val
Hardoi,2832,9440,D:\CV\images\before\Hardoi_2018-07-04_before_2832_9440.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_9440.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_9440.tif,val
Hardoi,2832,10148,D:\CV\images\before\Hardoi_2018-07-04_before_2832_10148.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_10148.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_10148.tif,train
Hardoi,2832,10384,D:\CV\images\before\Hardoi_2018-07-04_before_2832_10384.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_10384.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_10384.tif,train
Hardoi,2832,10620,D:\CV\images\before\Hardoi_2018-07-04_before_2832_10620.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_10620.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_10620.tif,train
Hardoi,2832,10856,D:\CV\images\before\Hardoi_2018-07-04_before_2832_10856.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_10856.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_10856.tif,train
Hardoi,2832,11092,D:\CV\images\before\Hardoi_2018-07-04_before_2832_11092.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_11092.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_11092.tif,train
Hardoi,2832,11328,D:\CV\images\before\Hardoi_2018-07-04_before_2832_11328.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_11328.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_11328.tif,train
Hardoi,2832,11564,D:\CV\images\before\Hardoi_2018-07-04_before_2832_11564.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_11564.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_11564.tif,train
Hardoi,2832,11800,D:\CV\images\before\Hardoi_2018-07-04_before_2832_11800.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_11800.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_11800.tif,train
Hardoi,2832,12036,D:\CV\images\before\Hardoi_2018-07-04_before_2832_12036.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_12036.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_12036.tif,train
Hardoi,2832,12272,D:\CV\images\before\Hardoi_2018-07-04_before_2832_12272.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_12272.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_12272.tif,train
Hardoi,2832,12508,D:\CV\images\before\Hardoi_2018-07-04_before_2832_12508.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_12508.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_12508.tif,train
Hardoi,2832,12744,D:\CV\images\before\Hardoi_2018-07-04_before_2832_12744.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_12744.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_12744.tif,train
Hardoi,2832,12980,D:\CV\images\before\Hardoi_2018-07-04_before_2832_12980.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_12980.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_12980.tif,train
Hardoi,2832,13216,D:\CV\images\before\Hardoi_2018-07-04_before_2832_13216.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_13216.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_13216.tif,train
Hardoi,2832,13452,D:\CV\images\before\Hardoi_2018-07-04_before_2832_13452.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_13452.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_13452.tif,train
Hardoi,2832,13688,D:\CV\images\before\Hardoi_2018-07-04_before_2832_13688.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_13688.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_13688.tif,train
Hardoi,2832,13924,D:\CV\images\before\Hardoi_2018-07-04_before_2832_13924.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_13924.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_13924.tif,train
Hardoi,2832,14160,D:\CV\images\before\Hardoi_2018-07-04_before_2832_14160.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_14160.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_14160.tif,train
Hardoi,2832,14396,D:\CV\images\before\Hardoi_2018-07-04_before_2832_14396.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_14396.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_14396.tif,train
Hardoi,2832,14632,D:\CV\images\before\Hardoi_2018-07-04_before_2832_14632.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_14632.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_14632.tif,train
Hardoi,2832,14868,D:\CV\images\before\Hardoi_2018-07-04_before_2832_14868.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_14868.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_14868.tif,train
Hardoi,2832,15104,D:\CV\images\before\Hardoi_2018-07-04_before_2832_15104.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_15104.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_15104.tif,train
Hardoi,2832,15340,D:\CV\images\before\Hardoi_2018-07-04_before_2832_15340.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_15340.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_15340.tif,train
Hardoi,2832,15576,D:\CV\images\before\Hardoi_2018-07-04_before_2832_15576.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_15576.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_15576.tif,train
Hardoi,2832,15812,D:\CV\images\before\Hardoi_2018-07-04_before_2832_15812.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_15812.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_15812.tif,train
Hardoi,2832,16048,D:\CV\images\before\Hardoi_2018-07-04_before_2832_16048.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_16048.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_16048.tif,train
Hardoi,2832,16284,D:\CV\images\before\Hardoi_2018-07-04_before_2832_16284.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_16284.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_16284.tif,train
Hardoi,2832,16520,D:\CV\images\before\Hardoi_2018-07-04_before_2832_16520.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_16520.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_16520.tif,train
Hardoi,2832,16756,D:\CV\images\before\Hardoi_2018-07-04_before_2832_16756.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_16756.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_16756.tif,train
Hardoi,2832,16992,D:\CV\images\before\Hardoi_2018-07-04_before_2832_16992.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_16992.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_16992.tif,train
Hardoi,2832,17228,D:\CV\images\before\Hardoi_2018-07-04_before_2832_17228.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_17228.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_17228.tif,train
Hardoi,2832,17464,D:\CV\images\before\Hardoi_2018-07-04_before_2832_17464.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_17464.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_17464.tif,train
Hardoi,2832,18172,D:\CV\images\before\Hardoi_2018-07-04_before_2832_18172.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_18172.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_18172.tif,train
Hardoi,2832,18408,D:\CV\images\before\Hardoi_2018-07-04_before_2832_18408.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_18408.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_18408.tif,train
Hardoi,2832,18644,D:\CV\images\before\Hardoi_2018-07-04_before_2832_18644.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_18644.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_18644.tif,train
Hardoi,2832,18880,D:\CV\images\before\Hardoi_2018-07-04_before_2832_18880.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_18880.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_18880.tif,train
Hardoi,2832,19352,D:\CV\images\before\Hardoi_2018-07-04_before_2832_19352.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_19352.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_19352.tif,train
Hardoi,2832,19588,D:\CV\images\before\Hardoi_2018-07-04_before_2832_19588.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_19588.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_19588.tif,train
Hardoi,2832,19824,D:\CV\images\before\Hardoi_2018-07-04_before_2832_19824.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_19824.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_19824.tif,train
Hardoi,2832,20060,D:\CV\images\before\Hardoi_2018-07-04_before_2832_20060.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_20060.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_20060.tif,train
Hardoi,2832,20296,D:\CV\images\before\Hardoi_2018-07-04_before_2832_20296.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_20296.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_20296.tif,train
Hardoi,2832,20532,D:\CV\images\before\Hardoi_2018-07-04_before_2832_20532.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_20532.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_20532.tif,train
Hardoi,2832,20768,D:\CV\images\before\Hardoi_2018-07-04_before_2832_20768.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_20768.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_20768.tif,train
Hardoi,2832,21004,D:\CV\images\before\Hardoi_2018-07-04_before_2832_21004.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_21004.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_21004.tif,train
Hardoi,2832,21240,D:\CV\images\before\Hardoi_2018-07-04_before_2832_21240.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_21240.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_21240.tif,train
Hardoi,2832,21476,D:\CV\images\before\Hardoi_2018-07-04_before_2832_21476.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_21476.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_21476.tif,train
Hardoi,2832,21712,D:\CV\images\before\Hardoi_2018-07-04_before_2832_21712.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_21712.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_21712.tif,train
Hardoi,2832,21948,D:\CV\images\before\Hardoi_2018-07-04_before_2832_21948.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_21948.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_21948.tif,train
Hardoi,2832,22184,D:\CV\images\before\Hardoi_2018-07-04_before_2832_22184.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_22184.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_22184.tif,train
Hardoi,2832,22420,D:\CV\images\before\Hardoi_2018-07-04_before_2832_22420.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_22420.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_22420.tif,train
Hardoi,2832,22656,D:\CV\images\before\Hardoi_2018-07-04_before_2832_22656.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_22656.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_22656.tif,train
Hardoi,2832,22892,D:\CV\images\before\Hardoi_2018-07-04_before_2832_22892.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_22892.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_22892.tif,train
Hardoi,2832,23128,D:\CV\images\before\Hardoi_2018-07-04_before_2832_23128.tif,D:\CV\images\after\Hardoi_2018-09-02_after_2832_23128.tif,D:\CV\masks\Hardoi_2018-07-04_mask_2832_23128.tif,train
